amazon link,amazon product group,audience,cinematographer,composer,condition,conductor,country,cover color,creation date,creator,current value,dewey decimal,EAN,edition,features,format,genres,height,illustrator,ISBN,item type,key,languages,length,library of congress,location,maximum players,minimum players,net rating,no. in series,no. of items,notes,owner,pages,platform,played / read,primary synopsis,private,publisher,purchase date,purchase price,rare,rating,release date,retail price,running time,screenwriter,serial number,series,shelves,signed,stars,subtitle,theatrical debut,title,tracks,unique item key,url,used,weight,width,your image URL
1593272839,Book,,,,,,us,"blue, light blue, sky blue, orange, peach, tan, salmon, grey, teal, brown, green, pink, beige, red, purple, turquoise, light brown, white",2014-05-22 17:39:53 +0000,Miran Lipovaca,$22.08,,9781593272838,1,Used Book in Good Condition,Paperback,"Computers & Technology, Reference",1,,1593272839,Book,,"English (Unknown), English (Original Language), English (Published)",9.199999999999999,,,0,0,0,0,1,,,400,,0,"It's all in the name: Learn You a Haskell for Great Good! is a hilarious, illustrated guide to this complex functional language. Packed with the author's original artwork, pop culture references, and most importantly, useful example code, this book teaches functional fundamentals in a way you never thought possible., , You'll start with the kid stuff: basic syntax, recursion, types and type classes. Then once you've got the basics down, the real black belt master-class begins: you'll learn to use applicative functors, monads, zippers, and all the other mythical Haskell constructs you've only read about in storybooks., , As you work your way through the author's imaginative (and occasionally insane) examples, you'll learn to: Laugh in the face of side effects as you wield purely functional programming techniquesUse the magic of Haskell's ""laziness"" to play with infinite sets of dataOrganize your programs by creating your own types, type classes, and modulesUse Haskell's elegant input/output system to share the genius of your programs with the outside world, , Short of eating the author's brain, you will not find a better way to learn this powerful language than reading Learn You a Haskell for Great Good! Excerpt from the Introduction, , Haskell is fun, and that’s what it’s all about!, , This book is aimed at people who have experience programming in imperative languages—such as C++, Java, and Python—and now want to try out Haskell. But even if you don’t have any significant programming experience, I’ll bet a smart person like you will be able to follow along and learn Haskell., , My first reaction to Haskell was that the language was just too weird. But after getting over that initial hurdle, it was smooth sailing. Even if Haskell seems strange to you at first, don’t give up. Learning Haskell is almost like learning to program for the first time all over again. It’s fun, and it forces you to think differently., , NOTE, If you ever get really stuck, the IRC channel #haskell on the freenode network is a great place to ask questions. The people there tend to be nice, patient, and understanding. They’re a great resource for Haskell newbies., , So, What's Haskell?, , Haskell is a purely functional programming language., , In imperative programming languages, you give the computer a sequence of tasks, which it then executes. While executing them, the computer can change state. For instance, you can set the variable a to 5 and then do some stuff that might change the value of a. There are also flow-control structures for executing instructions several times, such as for and while loops., , Purely functional programming is different. You don’t tell the computer what to do—you tell it what stuff is. For instance, you can tell the computer that the factorial of a number is the product of every integer from 1 to that number or that the sum of a list of numbers is the first number plus the sum of the remaining numbers. You can express both of these operations as functions., , > Read the Introduction (PDF) in its entirety.",0,No Starch Press,2014-05-22 17:39:53 +0000,,0,0,2011-04-21 04:00:00 +0000,$44.95,0,,,,,0,,,,Learn You a Haskell for Great Good!: A Beginner's Guide,,DC8311BC-511B-4CC7-9BC1-127F7EA05AF8,,0,1.75,7,http://ecx.images-amazon.com/images/I/41gFvETJlGL.jpg
0262516551,Book,,,,,,us,"grey, maroon, purple, dark purple, brown, burgundy",2014-05-22 17:18:19 +0000,Gareth Loy,$19.92,,9780262516556,Reprint,,Paperback,"Arts & Photography, Reference, Science & Math, Education & Teaching",1,,0262516551,Book,,"English (Unknown), English (Original Language), English (Published)",8.6,,,0,0,0,0,1,,,504,,0,"""Mathematics can be as effortless as humming a tune, if you know the tune,"" writes Gareth Loy. In Musimathics, Loy teaches us the tune, providing a friendly and spirited tour of the mathematics of music--a commonsense, self-contained introduction for the nonspecialist reader. It is designed for musicians who find their art increasingly mediated by technology, and for anyone who is interested in the intersection of art and science.In this volume, Loy presents the materials of music (notes, intervals, and scales); the physical properties of music (frequency, amplitude, duration, and timbre); the perception of music and sound (how we hear); and music composition. Musimathics is carefully structured so that new topics depend strictly on topics already presented, carrying the reader progressively from basic subjects to more advanced ones. Cross-references point to related topics and an extensive glossary defines commonly used terms. The book explains the mathematics and physics of music for the reader whose mathematics may not have gone beyond the early undergraduate level. Calling himself ""a composer seduced into mathematics,"" Loy provides answers to foundational questions about the mathematics of music accessibly yet rigorously. The topics are all subjects that contemporary composers, musicians, and musical engineers have found to be important. The examples given are all practical problems in music and audio. The level of scholarship and the pedagogical approach also make Musimathics ideal for classroom use. Additional material can be found at a companion web site.",0,The MIT Press,2014-05-22 17:18:19 +0000,,0,0,2011-08-19 04:00:00 +0000,$32.00,0,,,,,0,,(Volume 1),,Musimathics: The Mathematical Foundations of Music,,EC62E945-C825-4BA7-A9CB-458BCABF9E8F,,0,1.6,6.7,http://ecx.images-amazon.com/images/I/315bExp1X7L.jpg
026251656X,Book,,,,,,us,"maroon, red, purple, grey, magenta, burgundy, dark red, light blue, blue, mauve",2014-05-22 17:18:49 +0000,Gareth Loy,$17.44,,9780262516563,,,Paperback,"Arts & Photography, Reference, Science & Math",1.1,,026251656X,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,584,,0,"""Mathematics can be as effortless as humming a tune, if you know the tune,"" writes Gareth Loy. In Musimathics, Loy teaches us the tune, providing a friendly and spirited tour of the mathematics of music--a commonsense, self-contained introduction for the nonspecialist reader.Volume 2 of Musimathics continues the story of music engineering begun in volume 1, focusing on the digital and computational domain. Loy goes deeper into the mathematics of music and sound, beginning with digital audio, sampling, and binary numbers, as well as complex numbers and how they simplify representation of musical signals. Chapters cover the Fourier transform, convolution, filtering, resonance, the wave equation, acoustical systems, sound synthesis, the short time Fourier transform, and the wavelet transform. These subjects provide the theoretical underpinnings of today's music technology. The material in volume 1 is all preparatory to the subjects presented in this volume, although either volume can be read independently. Cross-references to volume 1 are provided for concepts introduced in the earlier volume, and additional mathematical orientation is offered where necessary. The topics are all subjects that contemporary composers, musicians, and music engineers have found to be important. The examples given are all practical problems in music and audio. The level of scholarship and the pedagogical approach also make Musimathics ideal for classroom use. Additional material can be found at a companion web site.",0,The MIT Press,2014-05-22 17:18:49 +0000,,0,0,2011-08-19 04:00:00 +0000,$32.00,0,,,,,0,,(Volume 2),,Musimathics: The Mathematical Foundations of Music,,368DC458-E814-457D-8F9B-AD2A3F201BE7,,0,1.95,6.9,http://ecx.images-amazon.com/images/I/415abEcjxXL.jpg
0262632446,Book,,,,,,us,"white, grey, pink, light pink, light blue, pale blue, purple, dark grey, brown",2014-05-22 20:52:43 +0000,John Maeda,$4.44,,9780262632447,Reprint,,Paperback,"Arts & Photography, Computers & Technology, Reference",0.79,,0262632446,Book,,"English (Unknown), English (Original Language), English (Published)",9.92,,,0,0,0,0,1,,,256,,0,"Most art and technology projects pair artists with engineers or scientists: the artist has the conception, and the technical person provides the know-how. John Maeda is an artist and a computer scientist, and he views the computer not as a substitute for brush and paint but as an artistic medium in its own right. Design By Numbers is a reader-friendly tutorial on both the philosophy and nuts-and-bolts techniques of programming for artists.Practicing what he preaches, Maeda composed Design By Numbers using a computational process he developed specifically for the book. He introduces a programming language and development environment, available on the Web, which can be freely downloaded or run directly within any JAVA-enabled Web browser. Appropriately, the new language is called DBN (for ""design by numbers""). Designed for ""visual"" people -- artists, designers, anyone who likes to pick up a pencil and doodle -- DBN has very few commands and consists of elements resembling those of many other languages, such as LISP, LOGO, C/JAVA, and BASIC.Throughout the book, Maeda emphasizes the importance -- and delights -- of understanding the motivation behind computer programming, as well as the many wonders that emerge from well-written programs. Sympathetic to the ""mathematically challenged,"" he places minimal emphasis on mathematics in the first half of the book. Because computation is inherently mathematical, the books second half uses intermediate mathematical concepts that generally do not go beyond high-school algebra. The reader who masters the skills so clearly set out by Maeda will be ready to exploit the true character of digital media design.",0,The MIT Press,2014-05-22 20:52:43 +0000,,0,0,2001-10-01 04:00:00 +0000,$40.00,0,,,,,0,,,,Design by Numbers,,71FA02A5-CFA1-4725-A84D-5D204F5BE862,,0,0.9,9.84,http://ecx.images-amazon.com/images/I/41HlBv6QSbL.jpg
2742758720,Book,,,,,,us,"blue, black, dark blue, teal, light blue, navy blue, purple, sky blue, dark green, green",2014-05-22 20:46:33 +0000,John Maeda,$18.75,,9782742758722,FONDATION CARTIER,,Hardcover,Subjects,0.71,,2742758720,Book,,"French (Unknown), French (Original Language), French (Published)",11.02,,,0,0,0,0,1,,,0,,0,"Catalog of the exhibition, Nature + eye'm hungry, held at Fondation Cartier pour l'art contemporain, Paris.",0,Actes Sud and Fondation Cartier pour l'art Contemporarain,2014-05-22 20:46:33 +0000,,0,0,2005-01-01 05:00:00 +0000,,0,,,,,0,,,,John Maeda : Nature,,D2F5AF5B-F35B-4D1C-8570-69A1889DE901,,0,1.63,8.82,http://ecx.images-amazon.com/images/I/51P3TJ9NMQL.jpg
0847822958,Book,,,,,,us,"grey, black, purple, lavender, brown, dark green, red, tan, light purple, orange, pink, beige, mauve, light grey",2014-05-22 20:50:22 +0000,John Maeda,$8.64,,9780847822959,First,,Hardcover,"Arts & Photography, Computers & Technology",2.21,,0847822958,Book,,"English (Unknown), English (Original Language), English (Published)",9.06,,,0,0,0,0,1,,,480,,0,"John Maeda is one of the world's leading experimental graphic designers and is quickly becoming a digital culture icon. His early preoccupation with the intersection of computer programming and digital art has resulted in a fascinating, interactive, and stunningly beautiful collection of work. Maeda has pioneered many of the key expressive elements that are prevalent on the Web today. Among his most well-known works are The Reactive Square, which features a simple black square on a computer screen that changes shape if one yells at it, and Time Paint, in which paint flies across the screen. He has created innovative, interactive calendars, digital services, and advertisements for companies such as Sony, Shiseido, and Absolut Vodka., , This is the first publication to present a complete overview of Maeda's work and philosophy. A glorious visual exploration of ideas and graphic form, Maeda @ Media takes you through Maeda's beginnings in early computerized printouts, to his reactive graphics on CD-ROM, to his dynamic experiments on the Web, to his pedagogical approach to digital visual art, and finally to his overarching quest to understand the very nature of the relationship between technology and creativity. Six thematic chapters provide an overview of his entire career and research. But this is not just a catalog of other work: interspersed between each chapter is a new visual essay that has been created exclusively for this publication to underline each of the major themes., , Coming together in a massive 480 pages, printed in a dazzling array of color combinations on three different kinds of paper, the result is a manifesto, a finely crafted manual and inspiration sourcebook all in one.",0,Rizzoli,2014-05-22 20:50:22 +0000,,0,0,2000-11-01 05:00:00 +0000,$75.00,0,,,,,0,,,,Maeda @ Media,,5E151E1A-40DD-4142-9AB4-B8504BD96F1C,,0,4.35,8.380000000000001,http://ecx.images-amazon.com/images/I/5130W7Z4T2L.jpg
1933988665,Book,,,,,,us,"blue, dark blue, navy blue, grey, white, brown, tan, teal, beige, olive green, orange, pink, green, light blue, light pink, peach, light grey",2014-05-22 17:22:03 +0000,"Haralambos Marmanis, Dmitry Babenko",$11.39,,9781933988665,1,,Paperback,"Computers & Technology, Reference",0.8,,1933988665,Book,,"English (Unknown), English (Original Language), English (Published)",9.1,,,0,0,0,0,1,,,368,,0,"Web 2.0 applications provide a rich user experience, but the parts you can't see are just as important-and impressive. They use powerful techniques to process information intelligently and offer features based on patterns and relationships in data. Algorithms of the Intelligent Web shows readers how to use the same techniques employed by household names like Google Ad Sense, Netflix, and Amazon to transform raw data into actionable information., , Algorithms of the Intelligent Web is an example-driven blueprint for creating applications that collect, analyze, and act on the massive quantities of data users leave in their wake as they use the web. Readers learn to build Netflix-style recommendation engines, and how to apply the same techniques to social-networking sites. See how click-trace analysis can result in smarter ad rotations. All the examples are designed both to be reused and to illustrate a general technique- an algorithm-that applies to a broad range of scenarios., , As they work through the book's many examples, readers learn about recommendation systems, search and ranking, automatic grouping of similar objects, classification of objects, forecasting models, and autonomous agents. They also become familiar with a large number of open-source libraries and SDKs, and freely available APIs from the hottest sites on the internet, such as Facebook, Google, eBay, and Yahoo., , Purchase of the print book comes with an offer of a free PDF, ePub, and Kindle eBook from Manning. Also available is all code from the book.",0,Manning Publications,2014-05-22 17:22:03 +0000,,0,0,2009-07-05 04:00:00 +0000,$44.99,0,,,,,0,,,,Algorithms of the Intelligent Web,,C1F2437B-791A-46CF-B118-018A58DB75B1,,0,1.38,7.3,http://ecx.images-amazon.com/images/I/51EEz05N2HL.jpg
0262514621,Book,,,,,,us,"white, light blue, pale blue, grey, light grey, pink",2014-05-22 17:09:53 +0000,David Marr,$27.51,,9780262514620,,,Paperback,"Science & Math, Medical Books",0.79,,0262514621,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,432,,0,"David Marr's posthumously published Vision (1982) influenced a generation of brain and cognitive scientists, inspiring many to enter the field. In Vision, Marr describes a general framework for understanding visual perception and touches on broader questions about how the brain and its functions can be studied and understood. Researchers from a range of brain and cognitive sciences have long valued Marr's creativity, intellectual power, and ability to integrate insights and data from neuroscience, psychology, and computation. This MIT Press edition makes Marr's influential work available to a new generation of students and scientists., , In Marr's framework, the process of vision constructs a set of representations, starting from a description of the input image and culminating with a description of three-dimensional objects in the surrounding environment. A central theme, and one that has had far-reaching influence in both neuroscience and cognitive science, is the notion of different levels of analysis -- in Marr's framework, the computational level, the algorithmic level, and the hardware implementation level., , Now, thirty years later, the main problems that occupied Marr remain fundamental open problems in the study of perception. Vision provides inspiration for the continuing efforts to integrate knowledge from cognition and computation to understand vision and the brain.",0,The MIT Press,2014-05-22 17:09:53 +0000,,0,0,2010-07-09 04:00:00 +0000,$35.00,0,,,,,0,,,,Vision: A Computational Investigation into the Human Representation and Processing of Visual Information,,A2F433A2-0D10-4C1C-9EDB-E057D39C6627,,0,1.51,6.93,http://ecx.images-amazon.com/images/I/31QrGNV7XCL.jpg
1449319793,Book,,,,,,us,"red, grey, black, pink, dark grey, white, purple, light pink, brown, dark green, dark purple, light grey, maroon",2014-05-22 17:40:13 +0000,Wes McKinney,$21.99,,9781449319793,1,,Paperback,"Computers & Technology, Reference",1.1,,1449319793,Book,,"English (Unknown), English (Original Language), English (Published)",9.1,,,0,0,0,0,1,,,470,,0,"Python for Data Analysis is concerned with the nuts and bolts of manipulating, processing, cleaning, and crunching data in Python. It is also a practical, modern introduction to scientific computing in Python, tailored for data-intensive applications. This is a book about the parts of the Python language and libraries you’ll need to effectively solve a broad set of data analysis problems. This book is not an exposition on analytical methods using Python as the implementation language., , Written by Wes McKinney, the main author of the pandas library, this hands-on book is packed with practical cases studies. It’s ideal for analysts new to Python and for Python programmers new to scientific computing. Use the IPython interactive shell as your primary development environmentLearn basic and advanced NumPy (Numerical Python) featuresGet started with data analysis tools in the pandas libraryUse high-performance tools to load, clean, transform, merge, and reshape dataCreate scatter plots and static or interactive visualizations with matplotlibApply the pandas groupby facility to slice, dice, and summarize datasetsMeasure data by points in time, whether it’s specific instances, fixed periods, or intervalsLearn how to solve problems in web analytics, social sciences, finance, and economics, through detailed examples",0,O'Reilly Media,2014-05-22 17:40:13 +0000,,0,0,2012-11-01 04:00:00 +0000,$39.99,0,,,,,0,,,,"Python for Data Analysis: Data Wrangling with Pandas, NumPy, and IPython",,28362E72-8033-4644-8A6D-51AF23631BC0,,0,1.7,6.9,http://ecx.images-amazon.com/images/I/51lJ60iD-mL.jpg
1592538088,Book,,,,,,us,"white, red, grey, pink, light pink, light blue, yellow, pale blue, blue, light grey, black, brown",2014-05-22 17:33:09 +0000,Richard Mehl,$22.33,,9781592538089,,Used Book in Good Condition,Paperback,Arts & Photography,0.8,,1592538088,Book,,"English (Unknown), English (Original Language), English (Published)",10.5,,,0,0,0,0,1,,,192,,0,"Playing with Color is a highly accessible, fun approach to learning color application and principles. This hands-on book begins with an introduction to the philosophy of learning through the process of play. It then leads to a series of experimental design projects with an emphasis on color, providing the reader with a “toolkit” of ideas and skills. The awareness and sensitivity to form, color, material and craft gained through these visual experiments will increase the designer’s confidence in their personal and professional design work. This book can be used in the classroom or independently, and readers can go directly to exercises that appeal to them.",0,Rockport Publishers,2014-05-22 17:33:09 +0000,,0,0,2013-02-01 05:00:00 +0000,$40.00,0,,,,,0,,,,Playing with Color: 50 Graphic Experiments for Exploring Color Design Principles,,A34D5AD8-8661-4E19-AAE0-B9EF7CE3E3B8,,0,1.6,9.1,http://ecx.images-amazon.com/images/I/51wijvMt7HL.jpg
0470665653,Book,,,,,,us,"purple, dark purple, grey, blue, dark blue, navy blue, lavender, light purple, white",2014-05-22 17:38:28 +0000,"Achim Menges, Sean Ahlquist",$36.99,,9780470665657,1,,Paperback,"Arts & Photography, Engineering & Transportation",0.6,,0470665653,Book,,"English (Unknown), English (Original Language), English (Published)",9.5,,,0,0,0,0,1,,,224,,0,"The current transition from Computer Aided Design (CAD) to Computational Design in architecture represents a profound shift in design thinking and methods. Representation is being replaced by simulation, and the crafting of objects is moving towards the generation of integrated systems through designer-authored computational processes. While there is a particular history of such an approach in architecture, its relative newness requires the continued progression of novel modes of design thinking for the architect of the 21st century. This AD Reader establishes a foundation for such thinking.  It includes multifaceted reflections and speculations on the profound influence of computational paradigms on architecture. It presents relevant principles from the domains of mathematics and computer science, developmental and evolutionary biology, system science and philosophy, establishing a discourse for computational design thinking in architecture. Rather than a merely technical approach, the book will discuss essential intellectual concepts that are fundamental not only for a discourse on computational design but also for its practice., , This anthology provides a unique collection of seminal texts by authors, who have either provided a significant starting point through which a computational approach to design has been pursued or have played a considerable role in shaping the field. An important aspect of this book is the manner in which adjacent fields and historical texts are connected. Both the source of original inspiration and scientific thought are presented alongside contemporary writings on the continually evolving computational design discourse. Emerging from the field of science, principally the subjects of morphogenesis, evolution and mathematics, selected texts provide a historical basis for a reconfigured mindset of processes that generate, arrange and describe form. Juxtaposed against more contemporary statements regarding the influence of computation on design thinking, the book offers advancements of fundamental texts to the particular purpose of establishing novel thought processes for architecture, theoretically and practically. The first reader to provide an effective framework for computational thinking in design.Includes classic texts by Johan W. von Goethe, D’Arcy Thompson, Ernst Mayr, Ludwig von Bertalanffy, Gordan Pask, Christopher Alexander, John H. Holland, Nicholas Negroponte, William Mitchell, Peter J. Bentley & David W. Corne, Sanford Kwinter, John Frazer, Kostis Terzidis, Michael Weinstock and Achim MengesFeatures new writing by: Mark Burry, Jane Burry, Manuel DeLanda and Peter Trummer.",0,Wiley,2014-05-22 17:38:28 +0000,,0,0,2011-10-24 04:00:00 +0000,$52.95,0,,,,,0,,,,Computational Design Thinking: Computation Design Thinking,,D594BDAF-0F3D-4939-92FB-2366549643C0,,0,1.15,6.6,http://ecx.images-amazon.com/images/I/51qU5CqpHML.jpg
0071807837,Book,,,,,,us,"white, grey, pink, light pink, green, light blue, dark green, forest green, cream, brown, off white, pale blue, black, olive green, purple, red, blue, beige",2014-05-22 17:38:25 +0000,Simon Monk,$7.41,,9780071807838,1,,Paperback,"Computers & Technology, Engineering & Transportation, Reference, Education & Teaching",0.6,,0071807837,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,192,,0,"Program your own Raspberry Pi projects, , Create innovative programs and fun games on your tiny yet powerful Raspberry Pi. In this book, electronics guru Simon Monk explains the basics of Raspberry Pi application development, while providing hands-on examples and ready-to-use scripts. See how to set up hardware and software, write and debug applications, create user-friendly interfaces, and control external electronics. Do-it-yourself projects include a hangman game, an LED clock, and a software-controlled roving robot. Boot up and configure your Raspberry PiNavigate files, folders, and menusCreate Python programs using the IDLE editorWork with strings, lists, and functionsUse and write your own libraries, modules, and classesAdd Web features to your programsDevelop interactive games with PygameInterface with devices through the GPIO portBuild a Raspberry Pi Robot and LED ClockBuild professional-quality GUIs using Tkinter",0,McGraw-Hill/TAB Electronics,2014-05-22 17:38:25 +0000,,0,0,2012-10-30 04:00:00 +0000,$15.00,0,,,,,0,,,,Programming the Raspberry Pi: Getting Started with Python,,BA7ABBE7-DAAA-4C57-A2FE-3626B32D5C91,,0,0.55,5.9,http://ecx.images-amazon.com/images/I/51R3%2BmHjozL.jpg
0262018462,Book,,,,,,us,"blue, white, light blue, pale blue, sky blue, pink, light pink, grey",2014-05-22 17:10:03 +0000,"Nick Montfort, Patsy Baudoin, John Bell, Ian Bogost, Jeremy Douglass, Mark C. Marino, Michael Mateas, Casey Reas, Mark Sample, Noah Vawter",$15.00,,9780262018463,,Used Book in Good Condition,Hardcover,"Computers & Technology, Reference, Politics & Social Sciences",1.2,,0819426520,Book,,"English (Unknown), English (Original Language), English (Published)",9,,,0,0,0,0,1,,,328,,0,"This book takes a single line of code--the extremely concise BASIC program for the Commodore 64 inscribed in the title--and uses it as a lens through which to consider the phenomenon of creative computing and the way computer programs exist in culture. The authors of this collaboratively written book treat code not as merely functional but as a text--in the case of 10 PRINT, a text that appeared in many different printed sources--that yields a story about its making, its purpose, its assumptions, and more. They consider randomness and regularity in computing and art, the maze in culture, the popular BASIC programming language, and the highly influential Commodore 64 computer.",0,The MIT Press,2014-05-22 17:10:03 +0000,,0,0,2012-11-16 05:00:00 +0000,$30.00,0,,,,,0,,,,10 PRINT CHR$(205.5+RND(1)); : GOTO 10 (Software Studies),,F76F8D21-B584-4EFD-A0E7-541BF07D0AAB,,0,1.66,5.9,http://ecx.images-amazon.com/images/I/61fbEcFheGL.jpg
0321749642,Book,,,,,,us,"teal, blue, turquoise, grey, green, white, light blue, peach, beige, tan, pink, orange, dark blue, sky blue, pale blue, purple, salmon, light pink, mauve, light orange",2014-05-22 17:36:40 +0000,"Aaftab Munshi, Benedict Gaster, Timothy G. Mattson, James Fung, Dan Ginsburg",$31.01,,9780321749642,1,,Paperback,"Computers & Technology, Reference",1.2,,0321749642,Book,,"English (Unknown), English (Original Language), English (Published)",9,,,0,0,0,0,1,,,648,,0,"Using the new OpenCL (Open Computing Language) standard, you can write applications that access all available programming resources: CPUs, GPUs, and other processors such as DSPs and the Cell/B.E. processor. Already implemented by Apple, AMD, Intel, IBM, NVIDIA, and other leaders, OpenCL has outstanding potential for PCs, servers, handheld/embedded devices, high performance computing, and even cloud systems. This is the first comprehensive, authoritative, and practical guide to OpenCL 1.1 specifically for working developers and software architects., ,  , , Written by five leading OpenCL authorities, OpenCL Programming Guide covers the entire specification. It reviews key use cases, shows how OpenCL can express a wide range of parallel algorithms, and offers complete reference material on both the API and OpenCL C programming language., ,  , , Through complete case studies and downloadable code examples, the authors show how to write complex parallel programs that decompose workloads across many different devices. They also present all the essentials of OpenCL software performance optimization, including probing and adapting to hardware. Coverage includes, ,   Understanding OpenCL’s architecture, concepts, terminology, goals, and rationaleProgramming with OpenCL C and the runtime APIUsing buffers, sub-buffers, images, samplers, and eventsSharing and synchronizing data with OpenGL and Microsoft’s Direct3DSimplifying development with the C++ Wrapper APIUsing OpenCL Embedded Profiles to support devices ranging from cellphones to supercomputer nodesCase studies dealing with physics simulation; image and signal processing, such as image histograms, edge detection filters, Fast Fourier Transforms, and optical flow; math libraries, such as matrix multiplication and high-performance sparse matrix multiplication; and moreSource code for this book is available at https://code.google.com/p/opencl-book-samples/",0,Addison-Wesley Professional,2014-05-22 17:36:40 +0000,,0,0,2011-07-23 04:00:00 +0000,$54.99,0,,,,,0,,,,OpenCL Programming Guide,,6690A9AA-26B7-4237-AF22-F30830B616FD,,0,2.18,7,http://ecx.images-amazon.com/images/I/51vtxoqLcsL.jpg
1461438063,Book,,,,,,us,"grey, blue, light blue, dark blue, navy blue, sky blue, purple, pink, beige, white, peach, navy, salmon, tan, lavender, dark purple, pale blue, light pink, green, cream, red, light purple, light grey, orange, dark grey, light green, yellow, brown, pale green, teal",2014-05-22 17:21:04 +0000,"Carlo Dal Mutto, Pietro Zanuttigh, Guido M Cortelazzo",$34.21,,9781461438069,2012,Used Book in Good Condition,Paperback,"Computers & Technology, Engineering & Transportation",0.4,,1461438063,Book,,"English (Unknown), English (Original Language), English (Published)",8.9,,,0,0,0,0,1,,,120,,0,"Time-of-Flight Cameras and Microsoft Kinect™ closely examines the technology and general characteristics of time-of-flight range cameras, and outlines the best methods for maximizing the data captured by these devices. This book also analyzes the calibration issues that some end-users may face when using these type of cameras for research, and suggests methods for improving the real-time 3D reconstruction of dynamic and static scenes., , Time-of-Flight Cameras and Microsoft Kinect™ is intended for researchers and advanced-level students as a reference guide for time-of-flight cameras. Practitioners working in a related field will also find the book valuable.",0,Springer,2014-05-22 17:21:04 +0000,,0,0,2012-03-28 04:00:00 +0000,$39.95,0,,,,,0,,(TM) (SpringerBriefs in Electrical and Computer Engineering),,Time-of-Flight Cameras and Microsoft Kinect,,E29A9686-36E6-471A-B55C-9E593184C321,,0,0.39,6,http://ecx.images-amazon.com/images/I/515z0tvAZJL.jpg
0262640686,Book,,,,,,us,"blue, dark blue, navy blue, grey, purple, light blue, lavender, tan",2014-05-22 17:08:36 +0000,"Noam Nisan, Shimon Schocken",$18.99,,9780262640688,,Used Book in Good Condition,Paperback,Computers & Technology,0.9,,0262640686,Book,,"English (Unknown), English (Original Language), English (Published)",8.699999999999999,,,0,0,0,0,1,,,344,,0,"In the early days of computer science, the interactions of hardware, software, compilers, and operating system were simple enough to allow students to see an overall picture of how computers worked. With the increasing complexity of computer technology and the resulting specialization of knowledge, such clarity is often lost. Unlike other texts that cover only one aspect of the field, The Elements of Computing Systems gives students an integrated and rigorous picture of applied computer science, as its comes to play in the construction of a simple yet powerful computer system.Indeed, the best way to understand how computers work is to build one from scratch, and this textbook leads students through twelve chapters and projects that gradually build a basic hardware platform and a modern software hierarchy from the ground up. In the process, the students gain hands-on knowledge of hardware architecture, operating systems, programming languages, compilers, data structures, algorithms, and software engineering. Using this constructive approach, the book exposes a significant body of computer science knowledge and demonstrates how theoretical and applied techniques taught in other courses fit into the overall picture.Designed to support one- or two-semester courses, the book is based on an abstraction-implementation paradigm; each chapter presents a key hardware or software abstraction, a proposed implementation that makes it concrete, and an actual project. The emerging computer system can be built by following the chapters, although this is only one option, since the projects are self-contained and can be done or skipped in any order. All the computer science knowledge necessary for completing the projects is embedded in the book, the only pre-requisite being a programming experience.The book's web site provides all tools and materials necessary to build all the hardware and software systems described in the text, including two hundred test programs for the twelve projects. The projects and systems can be modified to meet various teaching needs, and all the supplied software is open-source.",0,The MIT Press,2014-05-22 17:08:36 +0000,,0,0,2005-03-31 05:00:00 +0000,$31.00,0,,,,,0,,,,The Elements of Computing Systems: Building a Modern Computer from First Principles,,A77DFCAF-1E6B-4294-90D8-F4FF2BA6F405,,0,1.39,7.6,http://ecx.images-amazon.com/images/I/51y65-nCd6L.jpg
0596154143,Book,,,,,,us,"grey, green, olive green, dark grey, black, brown, purple, dark purple, dark green, white",2014-05-22 17:24:51 +0000,Joshua Noble,$7.75,,9780596154141,1,,Paperback,"Computers & Technology, Reference",1.6,,0596154143,Book,,"English (Unknown), English (Original Language), English (Published)",9.199999999999999,,,0,0,0,0,1,,,736,,0,"Make cool stuff. If you're a designer or artist without a lot of programming experience, this book will teach you to work with 2D and 3D graphics, sound, physical interaction, and electronic circuitry to create all sorts of interesting and compelling experiences -- online and off., , Programming Interactivity explains programming and electrical engineering basics, and introduces three freely available tools created specifically for artists and designers:, , Processing, a Java-based programming language and environment for building projects on the desktop, Web, or mobile phonesArduino, a system that integrates a microcomputer prototyping board, IDE, and programming language for creating your own hardware and controlsOpenFrameworks, a coding framework simplified for designers and artists, using the powerful C++ programming language, , BTW, you don't have to wait until you finish the book to actually make something. You'll get working code samples you can use right away, along with the background and technical information you need to design, program, build, and troubleshoot your own projects. The cutting edge design techniques and discussions with leading artists and designers will give you the tools and inspiration to let your imagination take flight.",0,O'Reilly Media,2014-05-22 17:24:51 +0000,,0,0,2009-07-28 04:00:00 +0000,$49.99,0,,,,,0,,,,"Programming Interactivity: A Designer's Guide to Processing, Arduino, and Openframeworks",,0BE9C5F6-A283-41D6-B0AF-83311846D13B,,0,2.55,7,http://ecx.images-amazon.com/images/I/51crrArnOsL.jpg
